iter	Logloss
140	0.3929225832
141	0.3929225517
142	0.3915941526
143	0.3894449252
144	0.3894113537
145	0.3893378201
146	0.3889893169
147	0.3887921689
148	0.3887877275
149	0.3887836933
150	0.3887836888
151	0.3877147492
152	0.3875281294
153	0.3859759945
154	0.3851832541
155	0.3837239595
156	0.3835857284
157	0.3832491993
158	0.3832490967
159	0.3829140211
160	0.3829044938
161	0.3828229313
162	0.3803922166
163	0.3803922025
164	0.3796830712
165	0.3783135798
166	0.3771557806
167	0.3757520633
168	0.3757467939
169	0.374018307
170	0.3728734049
171	0.3713512932
172	0.3695461647
173	0.3694935119
174	0.3679415576
175	0.3654545051
176	0.3635236608
177	0.3614356367
178	0.3609327946
179	0.3579501349
180	0.3564522448
181	0.3561189937
182	0.3561138698
183	0.3542662802
184	0.3530370469
185	0.3516778859
186	0.3494309597
187	0.3478429358
188	0.3463812425
189	0.3441064636
190	0.3414795616
191	0.3402351551
192	0.3385470776
193	0.3375328388
194	0.3369744267
195	0.3345397223
196	0.332992443
197	0.3314867657
198	0.3300036281
199	0.3279529559
200	0.3257936723
201	0.3246447855
202	0.3237012515
203	0.3219688845
204	0.3203425676
205	0.3178551259
206	0.316570963
207	0.3155974123
208	0.312283458
209	0.3105624106
210	0.3074876649
211	0.3054682893
212	0.3046494938
213	0.3033069884
214	0.3006879129
215	0.2989647337
216	0.2979225123
217	0.2965753088
218	0.2948423057
219	0.2933500214
220	0.2924538828
221	0.2914924169
222	0.2894420913
223	0.2878109338
224	0.287041494
225	0.2855727583
226	0.2840268258
227	0.2829448275
228	0.2821465887
229	0.2801718772
230	0.279223126
231	0.2781463874
232	0.2765651246
233	0.2750409593
234	0.2740044417
235	0.2725917281
236	0.2711115012
237	0.2691581801
238	0.2685395564
239	0.2673863051
240	0.2669601579
241	0.2658588235
242	0.2657338266
243	0.2645772688
244	0.2639318702
245	0.2634724121
246	0.2622053571
247	0.2618737033
248	0.2606029119
249	0.2596320597
250	0.2587969064
251	0.2578394427
252	0.2567575546
253	0.2559138954
254	0.2547255111
255	0.2534687585
256	0.2517282836
257	0.2502642902
258	0.2498375061
259	0.2491798601
260	0.2478539682
261	0.247231215
262	0.2464148804
263	0.2455461585
264	0.2444989487
265	0.2442735859
266	0.2430229016
267	0.242590533
268	0.2418204394
269	0.2417043442
270	0.2405120247
271	0.2393993572
272	0.2382819569
273	0.2375860843
274	0.23688373
275	0.2356062847
276	0.2348284286
277	0.2342424828
278	0.2329589801
279	0.2319899806
280	0.2311076964
281	0.2305781161
282	0.229642553
283	0.2289726489
284	0.2280979899
285	0.2272623875
286	0.2264641237
287	0.2257608532
288	0.2247917878
289	0.2237210718
290	0.2225051564
291	0.2211944187
292	0.2202480241
293	0.2193419671
294	0.2180880224
295	0.2172991882
296	0.2164151061
297	0.2161718719
298	0.2154674247
299	0.2150344667
300	0.2147489963
301	0.2140776835
302	0.2130674836
303	0.2119627154
304	0.211123837
305	0.2105392946
306	0.2095884004
307	0.208962013
308	0.2081840024
309	0.2075398325
310	0.2070623302
311	0.2063315232
312	0.2054669398
313	0.2049767346
314	0.2042955329
315	0.2038983732
316	0.2033289086
317	0.2027808814
318	0.2017920118
319	0.2013043082
320	0.2004278894
321	0.1991742443
322	0.1985537608
323	0.1976452616
324	0.1971426458
325	0.1968911199
326	0.1964423041
327	0.1959045094
328	0.195005616
329	0.1945534968
330	0.194038125
331	0.1934480804
332	0.1929546783
333	0.1925086183
334	0.1914704215
335	0.191051386
336	0.1901106183
337	0.1897630758
338	0.1895509275
339	0.188549219
340	0.188412744
341	0.1879745918
342	0.187398006
343	0.186601352
344	0.18572912
345	0.185324756
346	0.1848999323
347	0.1843682457
348	0.1839365028
349	0.1832359076
350	0.1827915658
351	0.1820635171
352	0.1812378908
353	0.180576903
354	0.1799253062
355	0.1795606438
356	0.1788390138
357	0.1786529725
358	0.1779225908
359	0.1776030973
360	0.1771306487
361	0.1767770027
362	0.176465518
363	0.175640994
364	0.1752783449
365	0.1751309719
366	0.174438893
367	0.1739048489
368	0.173474889
369	0.1725827388
370	0.1717788767
371	0.1713008099
372	0.1708953269
373	0.1704393466
374	0.1698522744
375	0.1693810424
376	0.1689184368
377	0.1684592067
378	0.1682022619
379	0.1674953588
380	0.1670792805
381	0.1666728989
382	0.1662218889
383	0.1653875666
384	0.1653231625
385	0.1648321827
386	0.1640092621
387	0.1636408736
388	0.1631170088
389	0.1626357636
390	0.1620557013
391	0.1614958699
392	0.1611425817
393	0.1607801737
394	0.1601208888
395	0.1597733124
396	0.1597586625
397	0.1595283848
398	0.1590428404
399	0.1580212447
400	0.1577777526
401	0.1572208054
402	0.1567830706
403	0.1561438032
404	0.1558940848
405	0.1555266324
406	0.1546930602
407	0.1540934768
408	0.1536220292
409	0.1535240967
410	0.1533198319
411	0.1527294429
412	0.1525462932
413	0.1518264771
414	0.1513572023
415	0.150785409
416	0.1499285456
417	0.1495505314
418	0.1486040779
419	0.1480270318
420	0.1475617593
421	0.1471463741
422	0.146464477
423	0.145843309
424	0.1451478767
425	0.1448558233
426	0.1444585613
427	0.1440040682
428	0.1436816995
429	0.1433081598
430	0.1431120548
431	0.1427273508
432	0.142213524
433	0.1418899322
434	0.1414774563
435	0.1410835528
436	0.140536741
437	0.1398582395
438	0.1397246408
439	0.1393635932
440	0.139013781
441	0.1389023144
442	0.1387002726
443	0.1384330521
444	0.1380667853
445	0.1379146815
446	0.1373462821
447	0.1369886405
448	0.1365139798
449	0.1361280107
450	0.1356938272
451	0.1351848355
452	0.1346959646
453	0.1343311717
454	0.1337282034
455	0.1331931036
456	0.1329409284
457	0.1325205819
458	0.132423957
459	0.1319251644
460	0.1316998519
461	0.1314531625
462	0.1309245152
463	0.1304657456
464	0.1301269891
465	0.1298158596
466	0.129456472
467	0.1291472441
468	0.1286702301
469	0.1284388235
470	0.1281533066
471	0.1277470626
472	0.1273947303
473	0.1267823667
474	0.12669115
475	0.1266810619
476	0.1265056512
477	0.1260457838
478	0.1256250274
479	0.1252299298
480	0.1248932493
481	0.1248022598
482	0.1245543101
483	0.124393586
484	0.1241212508
485	0.1237917413
486	0.1234301453
487	0.1230141604
488	0.1227518048
489	0.1224479478
490	0.1221284375
491	0.121816573
492	0.1216649336
493	0.1215596511
494	0.1213598948
495	0.1209620573
496	0.1207330313
497	0.1204986846
498	0.1202593985
499	0.1200206893
500	0.1199104718
501	0.1197977009
502	0.1193990538
503	0.1190284289
504	0.1186585522
505	0.1185133262
506	0.1182245492
507	0.117797749
508	0.1173649519
509	0.1171018576
510	0.1166868616
511	0.116532694
512	0.1162535867
513	0.1158848782
514	0.1155431577
515	0.1154334012
516	0.115117015
517	0.1148807938
518	0.1143022352
519	0.1140382763
520	0.1138717389
521	0.1136962313
522	0.1131749034
523	0.113058758
524	0.1129449233
525	0.1128995022
526	0.1123312534
527	0.1120916595
528	0.1118813098
529	0.1117085902
530	0.1114824473
531	0.111147302
532	0.1107822084
533	0.1106006484
534	0.1105625931
535	0.1099553284
536	0.1097413407
537	0.1093113146
538	0.109096064
539	0.1087624318
540	0.1086982393
541	0.1083697931
542	0.1079670194
543	0.1079502711
544	0.1078507961
545	0.1075515984
546	0.1075195956
547	0.1073142542
548	0.1071702229
549	0.1069244938
550	0.1064548423
551	0.1062454086
552	0.1061758337
553	0.105932058
554	0.1055498901
555	0.1051873522
556	0.1050122777
557	0.1049449784
558	0.1048594713
559	0.1045630259
560	0.1043005344
561	0.1039230592
562	0.1037991609
563	0.1037707349
564	0.1036321734
565	0.103363988
566	0.1031553751
567	0.103034968
568	0.1027720218
569	0.10240319
570	0.1019564375
571	0.1016363024
572	0.1015257086
573	0.1012467121
574	0.1010338466
575	0.100931538
576	0.100539775
577	0.1001280452
578	0.09991074071
579	0.09986839749
580	0.09981267102
581	0.09951908611
582	0.09928674804
583	0.09909004497
584	0.09881922462
585	0.09871442735
586	0.0984490619
587	0.09829432809
588	0.09799981198
589	0.09750948794
590	0.09714418972
591	0.09695353162
592	0.09680298799
593	0.09663883039
594	0.09651904253
595	0.09649186735
596	0.09643822467
597	0.09618714144
598	0.09602019854
599	0.09593746591
600	0.09574257809
601	0.09551899846
602	0.09547691353
603	0.09536776169
604	0.0951440151
605	0.09493538908
606	0.09486887179
607	0.09481336784
608	0.09464860454
609	0.09445009883
610	0.09424926277
611	0.09381104563
612	0.09349764439
613	0.09323824628
614	0.09301656334
615	0.09265744648
616	0.09255571861
617	0.09243440483
618	0.0922071366
619	0.09182367285
620	0.09164870657
621	0.09149735085
622	0.09130268287
623	0.09117953652
624	0.09099813336
625	0.09071544984
626	0.09064540533
627	0.09037601607
628	0.0902482817
629	0.09001207122
630	0.08977604163
631	0.08946879159
632	0.08936022025
633	0.08922753533
634	0.08907563271
635	0.08877840449
636	0.08868971132
637	0.0884324138
638	0.08834935386
639	0.08822715649
640	0.08797609338
641	0.08769911218
642	0.08738503818
643	0.08726092779
644	0.08705620726
645	0.08696572236
646	0.08666028333
647	0.08649470719
648	0.08643179974
649	0.08600002898
650	0.08566917489
651	0.08549450093
652	0.08518557425
653	0.08502662666
654	0.08494264611
655	0.0848483925
656	0.08459477322
657	0.08449281702
658	0.08429071846
659	0.08407952817
660	0.08381085686
661	0.08368976084
662	0.08361985754
663	0.08340614464
664	0.08329947503
665	0.08317674339
666	0.08297485191
667	0.08278778489
668	0.08272865677
669	0.08261344977
670	0.08255227816
671	0.08251348085
672	0.0824804767
673	0.08240324004
674	0.08214854179
675	0.08203454379
676	0.08187380361
677	0.08171041404
678	0.08153107159
679	0.08142858356
680	0.08131538053
681	0.08115126591
682	0.08111213511
683	0.08101842521
684	0.08075835936
685	0.08059848857
686	0.08049862972
687	0.08036388431
688	0.08019843733
689	0.0800971808
690	0.08004502146
691	0.07986395326
692	0.07964095679
693	0.07938383383
694	0.07923878764
695	0.07919972314
696	0.07893999146
697	0.07878959445
698	0.07863559066
699	0.07837900587
700	0.07822001397
701	0.07810777889
702	0.07784521316
703	0.07766130787
704	0.07758998521
705	0.07738143809
706	0.07724772739
707	0.07720426551
708	0.07705294687
709	0.07683840681
710	0.0767123436
711	0.07658434707
712	0.07654830011
713	0.07627649879
714	0.07616078712
715	0.07601525116
716	0.07592513582
717	0.07582587745
718	0.07573371743
719	0.07555226228
720	0.07550958955
721	0.07538376314
722	0.07535196367
723	0.07515971191
724	0.07491813166
725	0.07480505937
726	0.07464652277
727	0.07451815027
728	0.0743634384
729	0.07418218944
730	0.07407522237
731	0.07392136171
732	0.07371884745
733	0.07368185092
734	0.07358054474
735	0.07337501708
736	0.07313295215
737	0.07283660062
738	0.07261124141
739	0.07257159788
740	0.07249009572
741	0.07239124252
742	0.07230337504
743	0.07223724444
744	0.07205511038
745	0.07180953805
746	0.07170721496
747	0.07140317786
748	0.07123229932
749	0.07116127736
750	0.0711046884
751	0.07091807622
752	0.07076827653
753	0.07054404535
754	0.07042905184
755	0.07033888466
756	0.07028309049
757	0.07016566406
758	0.07003139095
759	0.06990970094
760	0.06978895036
761	0.06969539206
762	0.06932606716
763	0.06918138904
764	0.06910902835
765	0.06889993042
766	0.06867610101
767	0.06852084882
768	0.06849138122
769	0.06812108049
770	0.06808258251
771	0.06792332181
772	0.0677923211
773	0.06777770398
774	0.06767590946
775	0.06755017454
776	0.06741164034
777	0.06728412502
778	0.06725586565
779	0.06711415656
780	0.06696717264
781	0.06676603674
782	0.06668841942
783	0.06661180418
784	0.06659868141
785	0.06652987117
786	0.0665126638
787	0.06645009795
788	0.06636706818
789	0.0662672169
790	0.06615502986
791	0.06603520022
792	0.06594917601
793	0.06585493932
794	0.06573703122
795	0.06567040659
796	0.06558936852
797	0.06546380543
798	0.06535060945
799	0.0652657233
